Journal Code,Unified Command,Region,Province,Type of Engagement,Reference,Report RN,Date,Summary Report,Enemy Side,Government Side,Civilian Side,Firearms Gained,Firearms Losses,Items Recovered / Loss,Other Details,Action Taken,
17023,CENTCOM ,REGION VIII,SAMAR ,WESTERN SAMAR) (SURRENDER,CENTCOM ,COC-2012-246 ,16 May 2012,"On 150800 May 2012, A certain Jerson C Mabag @ Dodo, 21 years old, married, a resident of Brgy Canlobo, Calbiga, Samar and a full-time CT member of Squad Pambato, RGU under CTL @ Kilo (TNU) voluntarily surrendered  to CO, “A” Coy, 87IB through the effort of Pfc Mc Lester P Vargas 857649 (Inf) PA  and Sgt Rey C Sumagpao 805304 (Inf) PA with the following war materiel: one (1) 9mm pistol with defaced serial number, one (1) magazine loaded with five (5) live rounds of ammo and four (4) clay more mines. Enemy Side:",Surrendered NPA Jerson C Mabag Dodo,,,4 - Clay more Mines (sn: still being determined) Surrendered 1 - Cal .9mm pistol (sn: still being determined),,Serviceable 1 - 1- magazine for 9 mm pistol 5 - 5- live ammos for 9 mm pistol,Subject averred that he is currently on lie low status.,"Said surrenderor is under the custody of “A” Co, 87IB undergoing custodial debriefing and documentation.",
17025,CENTCOM ,REGION VI,CAPIZ ,ENCOUNTER,CENTCOM ,COC-2012-247 ,16 May 2012,"Progress Report from Journal Nr. 17016  dtd 14 May 2012, reencounter under 1/2/C/61 led by Sgt Carlos G Delos Reyes (Inf) PA at Brgy Acuña, Tapaz, Capiz on 140300H May 2012.Items Recovered / Loss: ",,,,,,1 - rds 40mm HE (unexploded) 3 - pcs fragments of IED's of different shape/sizes 3 - rds ammo 5.56mm ball,"On 151000H May 2012, intel personnel led by CPT RONALD C PUTOL (INF) PA, S2, 61IB together with Tapaz, Capiz PNP headed by P/Insp Frial conducted joint investigation in the encounter site regarding the encounter between 1/2/c/61 led by Sgt Delos Reyes at  Brgy Acuna, Tapaz, Capiz against undetermined number of fully armed NPA members. The troops were able to recover additional items in the encounter site.","At about 151430H May 2012, recovered items were brought to  Tapaz, Capiz PNP for further investigation.",
17046,CENTCOM ,REGION VIII,NORTHERN SAMAR ,DISCOVERY OF ENEMY CAMP,8ID ,8D3-OPN-579-1985-12 ,20 May 2012,"On 191250 May 2012, Combined operating troops of Visual Trackers Team composed of one (1) Officer, eight (8) EP and twenty (20) CAA of 81DRC and B52IB under 1LT MICHAEL N MADAYAG (INF) PA, while conducting combat operations discovered an enemy harbor area that can occupy MOL 70 NPAs Said camp was already abandoned by the occupants for almost a month prior to discovery.Action Taken:",,,,,,,,Troops continued souring the area to track down the possible enemy alternate camp at the outskirts of the discovered harbor area.,
17061,CENTCOM ,REGION VI,CAPIZ ,DISCOVERY OF ENEMY CAMP,CENTCOM ,COC-2012-253 ,22 May 2012,"On 220545 May 2012, Section (-)B/61 led by 2LT PASCUA  discovered an abandoned enemy encampment at So. Tubi, Brgy  Abangayl, Tapaz, Capiz. Said encampment was believed to be abandoned 2-3 weeks ago and can accomodate MOL twenty (20) person with two (2) outpost, two (2) improvised comfort room, and two (2) improvised bedding. Following items were recovered by the troops from the said camp:Items Recovered / Loss: ",,,,,,Recovered 1 - gallon containing gasoline 3 - water gallons 1 - food wrappers 1 - AA battery pack,,Said troops are still scouring the area.,
17070,CENTCOM ,REGION VI,CAPIZ ,DISCOVERY OF ENEMY CAMP,CENTCOM ,COC-2012-255 ,24 May 2012,"On 230900 May 2012, 3(+)/1/B/61 led by Cpl Angie L Arroz (Inf) PA while on combat operation discovered an abandoned enemy encampment at vicinity  Brgy Aglinab, Tapaz, Capiz that can accommodate MOL 50 NPA members with 4 outpost, 15 improvised bunkers, formation area and improvised comport room. Said encampment was believed to be abandoned for almost 3 to 4 weeks ago.Action Taken:",,,,,,,,The troops conducted scouring in the area and continue conducting combat operation.,
17084,CENTCOM ,REGION VI,NEGROS OCCIDENTAL ,SURRENDER,CENTCOM ,COC-2012-257 ,28 May 2012,"On 260900 May 2012, A certain Jonel JUROLAN @ RAMBO/REX, 20 years old, single, resident of Sitio Indagawan, Brgy Manlucahoc, Sipalay City, NOC and member of Squad 1, Platoon 1, SPP-SW, KR-N voluntarily surrendered without firearms to CO, B/37 this command based at Sitio Barasbasan, Brgy Manlucahoc, Sipalay City, NOC. Subject is undergoing custodial debriefingEnemy Side:",Surrendered CNN Jonel  JUROLAN @RAMBO/REX,,,,,,,,
17093,CENTCOM ,REGION VIII,NORTHERN SAMAR ,RECOVERY OF FA,8ID ,8D3-OPN-618-2805-12 ,28 May 2012,"On 222300 May 2012, A joint operation was conducted by 803rdBde and 34IB led by Sgt Emilberto M Lim 810155 (FS) PA and Cpl Joel T Roxas 833731(MI) PA that resulted to the recovery of one (1) M16 rifle (serviceable) with defaced serial number at Brgy Hinagoyunan, Catubig, Northern Samar . Firearms Gains:",,,,Recovered 1 - M16 rifle (sn: Defaced ),,,Said firearm was revealed by a surrendered Yunit Milisya and MCU member  Arturo P Lebico @ Pancho of Brgy Hinagoyunan of same municipality. ,The subject were now undergoing custodial debriefing for LISP at H803Bde.,
18002,CENTCOM ,REGION VI,ILOILO ,HARASSMENT,CENTCOM ,COC-2012-260 ,29 May 2012,"On 282220 May 2012, Molina CAA detachment, BCoy, 12IB stationed at Sitio Gus-an, Brgy Molina, Tubungan, Iloilo under MSg Barte was harassed by undetermined number of NPA members. Eleven (11) gunfire was heared coming from the said group using unknown caliber of firearm that lasted for three (3) minutes.  Result:  No casualty reported on both sides.Action Taken:",,,,,,,,Progress report to follow.,
EMC04681,EASTMINCOM ,REGION 12,SULTAN KUDARAT ,ENCOUNTER,10ID ,10ID3-TOC-3004-133-12 ,01 May 2012,"Progress Report from Journal Nr. Progress report to our cnr: EMCOC – 3004–677– 12 dtd 4/30/2012On 300805 Apr 2012, regarding encounter of Scout Platoon of 27IB led by 2LT REVANTE against undetermined number of NPA At vicinity 51N YH 27847 41542 Sitio Lam-algo, Brgy Sinapulan, Columbio, Sultan Kudarat.",,,,,,,Ammo Expenditures: a. 986 rds - 5.56mm ctg ball b. 13 rds – 40mm c. 880 rds – 5.56mm ctg ball (Link) d. 450 rds – 7.62mm ctg ball (Link) e. 246 rds – 7.62mm ctg ball  f. 4 rds – HE 105mm Howitzer  For information.               ,,
EMC04683,EASTMINCOM ,REGION 12,NORTH COTABATO ,DISCOVERY OF ENEMY CAMP,6ID ,6DTOC-3004-294-2012 ,01 May 2012,"On 291700 Apr 2012, Platoon minus of Charlie Coy, 57IB under 2LT ROLANDO G BANQUILAY 0-16407 INF PA while conducting combat clearing operation at VGL 27-30 and HGL 62-64  discovered a vacated enemy encampment that can accommodate fifty (50) persons believed to be occupied two (2) months ago at vic GC 51N YH 290640 Brgy New Baguio, Makilala,  Cot. ",,,,,,,,,
EMC04685,EASTMINCOM ,REGION XI,COMVAL VALLEY PROV ,ENCOUNTER,10ID ,10ID3-TOC-3004-134-12  ,01 May 2012,"Progress Report from Journal Nr. Progress report to our Msg Cnr Emcoc – 2804–670– 12  dtd 4/30/2012On 282030 Apr 2012, ,   in two Parts: re encounter between operating troops of A/71IB and B/71IB under 1LT BRAZA and 2LT LLORCA against undetermined number of NPA at vicinity GC 51N ZJ 29930 02718, So Kidaraan, Brgy Anitapan, Mabini, CVP on 282030H April 2012.",,"WIA CAA Ricardo Onacen BK-Go7-000 CAA Other Details: Troops were on their way out of extraction area at Brgy Songco, Lantapan Bukidnon after conducting security patrol in support to unit (Community Operations Peace and Development) COPD and grand pulong-pulong at said Brgy. Action Taken: a. WIA was immediately evacuated to Bukidnon Province Hospital for medication. b. CO, 8IB immediately ordered COPD Sec to reinforce the engaged troops.",,,, - a. Two hammock  - b. Detonating wire  - c. One backpack  - d. Medicines   - e. Personal belongings,"All WIAs are now undergoing medical treatment at Camp Panacan Station Hospital.   EMC050722  EASTMINCOM (XII) NORTH COTABATO (HARASSMENT) Ref: 6ID Report RN: 6DTOC-0605-303-2012 dtd 06 May 2012 On 052255 May 2012, PDT Squad, ""B"" Coy, 57IB based in Brgy Kinarum, Magpet, North Cotabato under Sgt Arnold F Vigo PA was harassed by unidentified perpetrators believed to be members of the NPA operating in the area. ","Immediately, troop led by Sgt Arnold F Vigo PA occupy battle position & conducted perimeter defense. EMC05687   EASTMINCOM (X) BUKIDNON (AMBUSH) Ref: 4ID Report RN: SMS FM U3, EMC dtd 01 May 2012 On 010300 May 2012, elements of ACoy, 8IB under 2LT BUGARIN PA onboard KM250 vehicle were ambushed by LLEs, using of IED, at vic National Highway MOL one (1) kilometer from Brgy Songco, Lantapan, Bukidnon.",
EMC05693,EASTMINCOM ,REGION X,BUKIDNON ,AMBUSH,4ID ,OPNS 0205-751-12 ,02 May 2012,"Progress Report from Journal Nr. EMC05687 dtd 5/1/2012On 010300 May 2012, Progress  report  Re ambush followed by IED explosion of one (1)  section Alpha Company, 8IB under 2LT ERWIN P BUGARIN (INF) PA onboard one (1) KM 250 truck by undetermined number of CNN under unknown leader at vic National Highway 51P YJ 1574188534, Brgy Sungco, Lantapan, Bukidnon on or about 010300 May 2012.",,WIA CAA Ricardo Onacen BK-Go7-000 PA,,,, - assorted empty shells  of Cal 5.56mm M16 and AK47 rifle,Remarks: Progress report to follow,"a. On or about 010445 May  2012, LTC JOSE MARIA R CUERPO II CO, 8TH IB together with 1LT JALLORINA, S3 respectively  onboard one (1) 1 ¼ troop carrier vehicle and one (1) M35 truck left Hqs 8TH IB, South Poblacion, Maramag, Bukidnon and  proceeded towards the area purposely to supervise the pursuit operations and conducted ocular inspection of the ambush site. b. PNP personnel from Lantapan Police Station, SOCO and CIDG were also in the area to conduct joint investigation with 8TH IB personnel. c. WIA personnel CAA Ricardo Onasin of Foxtrot Coy, 23rd IB was hit  attending physician of Bukidnon Provincial Hospital that his condition is stable. d. Operatives of 8TH IB are still in the area monitoring the possible withdrawal routes of the enemy.",
EMC05694,EASTMINCOM ,45,45 ,45,4ID ,OPNS 0205-752-2012 ,02 May 2012,"On 020300 May 2012, On or about 020300H May 2012, joint elements from 29IB and Municipal Police Station of Lianga led by 1LT GERARDO S JOVES O-14735 (FA) PA and PO1 Ignacio Serrano PNP, respectively conducted an entrapment operation at Vicinity Brgy Diatagon, Lianga, SDS. The operation resulted to the capture/apprehension of a certain @TEDDY BAGER (TN: Hermes DOMANDAN based on his resident certificate/cedula) a CNN SYP Team Leader/Political Officer/Finance Officer of Platoon 8, Guerilla Front 19B, NEMRC. Subject Wanted Person (WP) was arrested by virtue of Warrant of Arrest for rebellion with criminal case Nr L-2417 issued by Executive Judge Branch 28, RTC Lianga Alfredo P Jalad.. Result:  Apprehended CNN-",,,,,,"1 - hand Grenade 3 - cell phones 1 - memory card 5 - cell phone charger 2 - battery pack 8 pcs - Sim Packs (TM & Talk N Text) P 9,766.00 - cash money",,The apprehended CNN was brought to Lianga Police Station for proper disposition. Remarks: Progress report will follow.,
EMC05697,EASTMINCOM ,REGION XII CARAGA,SURIGAO DEL SUR ,APPREHENSION,4ID ,OPNS 0205-752-2012 ,02 May 2012,"On 020300 May 2012, On or about 020300H May 2012, joint elements from 29IB and Municipal Police Station of Lianga led by 1LT GERARDO S JOVES O-14735 (FA) PA and PO1 Ignacio Serrano PNP, respectively conducted an entrapment operation at Vicinity Brgy Diatagon, Lianga, SDS. The operation resulted to the capture/apprehension of a certain @TEDDY BAGER (TN: Hermes DOMANDAN based on his resident certificate/cedula) a CNN SYP Team Leader/Political Officer/Finance Officer of Platoon 8, Guerilla Front 19B, NEMRC. Subject Wanted Person (WP) was arrested by virtue of Warrant of Arrest for rebellion with criminal case Nr L-2417 issued by Executive Judge Branch 28, RTC Lianga Alfredo P Jalad.. Result:  Apprehended CNN-",,,,,,"1 - hand Grenade 3 - cell phones 1 - memory card 5 - cell phone charger 5 - cell phone charger 5 - cell phone charger 2 - battery pack 8 pcs - Sim Packs  P9,766.00 - cash money",,The apprehended CNN was brought to Lianga Police Station for proper disposition. Remarks: Progress report will follow.,
EMC05700,EASTMINCOM ,47,47 ,47,10ID ,10ID3-TOC-0205-135-12 ,03 May 2012,"On 011300 May 2012,  s of F18, SMRC voluntarily turned themselves without firearms to PDT of TF MATI (composed of 28IB & 67IB) under Sgt Fornilda PA based at Brgy Culian, Mati City, Davao Oriental. ",,,,,,,"ordingly, said surrenderors were identified as Renante O PLEÑOS @ RJ, 25 years old (PSRL) Member, Medical Team, SQD Segunda, SYP, F18, SMRC and Robert O PLEÑOS @BOBBYJUN, 18 years old (PSRL), Logistic Supply, Squad Segunda, SDG, F18, SMRC both residence of So Macopa, Brgy Culian, Mati City, DOR   Initial interview revealed that @RJ laid low last 22 Apr 2011 while @BOBBYJUN last 24 March 2010. Said surrenderors decided to return back into the mainstream of society due to hardship and upon learning the Social Integration Program of the government for rebel returnees. Accordingly the 2 surrenderors are willing to execute affidavits and to be interviewed by 701Bde.","The subjects are now undergoing interview at H701Bde. EASTMINCOM (REGION XI) DAVAO ORIENTAL (SURRENDER) Ref: 10ID Report RN: 10ID3-TOC-0205-135-12 dtd 03 May 2012 On 011300 May 2012,   s of F18, SMRC voluntarily turned themselves without firearms to PDT of TF MATI (composed of 28IB & 67IB) under Sgt Fornilda PA based at Brgy Culian, Mati City, Davao Oriental.    Other Details: ordingly, said surrenderors were identified as Renante O PLEÑOS @ RJ, 25 years old (PSRL) Member, Medical Team, SQD Segunda, SYP, F18, SMRC and Robert O PLEÑOS @BOBBYJUN, 18 years old (PSRL), Logistic Supply, Squad Segunda, SDG, F18, SMRC both residence of So Macopa, Brgy Culian, Mati City, DOR   Initial interview revealed that @RJ laid low last 22 Apr 2011 while @BOBBYJUN last 24 March 2010. Said surrenderors decided to return back into the mainstream of society due to hardship and upon learning the Social Integration Program of the government for rebel returnees. Accordingly the 2 surrenderors are willing to execute affidavits and to be interviewed by 701Bde. Action Taken: The subjects are now undergoing interview at H701Bde.",
EMC05704,EASTMINCOM ,REGION XII CARAGA,SURIGAO DEL SUR ,SURRENDER,10ID ,10ID3-TOC-0205-136-12 ,02 May 2012,"On 021400 May 2012, Belated report: Ooa 021400H May 2012, six (6) members of Hingpit na Organisadong Masa (HOM) of Sitio Tamsian, Brgy Pagtilaan, Lingig, SDS voluntarily turned themselves to PDTs of A/67IB led by Ssg Perez and Sgt Decon PA. Said surrenderors were identified as follows: ",,,,,,,,"Said surrenderors are still undergoing custodial debriefing by the PDT A/67IB at sitio Tamsian, Brgy Pagtilaan, Lingig, SDS",
EMC05705,EASTMINCOM ,CARAGA,SURIGAO DEL SUR ,HARASSMENT,4ID ,OPNS 0305-754-12 ,03 May 2012,"On 021300 May 2012, On or about 021300 May 2012, a tribal Community Group based in Brgy Borboanan, Bislig City under City under Datu Dumogy were harassed by  more or less ten (10) fully armed CNN led by @ WILLIAM of SECOM 14, NEMRC at the Demo farm Hall, Purok 6,  Sitio Sote, 52P BQ 929055, Brgy Borboanan, Bislig City, Surigao del Sur. Firefight lasted for fifteen (15) minutes, afterwhich the CNN withdrew towards Sitio Mamparasan, San Roque, Bislig City Result: Tribal Community side- No casualty",,,,,,30 RDS - Empty shells of AK47,,401Bde implemented the conduct of combat operations,
EMC05707,EASTMINCOM ,CARAGA,SURIGAO DEL SUR ,APPREHENSION,PRO 13 ,MEMO DTD 05 MAY 12 ,04 May 2012,"On 030545 May 2012, On or about 030545 May 2012, Sitio Ebu, Purok -3, Brgy. Tambis, Barobo, Surigao del Sur, joint team composed of personnel from Barobo Police Station, PNP SAF SAC, Surigao del Sur Criminal Investigation Detection Investigation Detection Team, and personnel from 75th IB (Inf) PA arrested CLIFFORD ANTON Y TOROTORO, 31 yrs old,  single, a single of aforementioned place and CNN Leader of Guerilla Front – 19A, NEMRC by virtue of warrant issued by Hon. Alfredo P Jalad, Presiding Judge,  Regional Trial Court, 11th Judicial Region, Branch 28, Lianga, Surigao del Sur dated docketed under Criminal Case No. L-2417 for Rebellion with no recommended bail. Subject person is now under the custody of Barobo Municipal Police Station fro proper disposition.",,,,,,,,,
EMC05713,EASTMINCOM ,XIII (CARAGA,SURIGAO DEL NORTE ,ENCOUNTER,4ID ,OPNS 0305-755-12 ,03 May 2012,"On 031250 May 2012, Ooa  031250 May 2012, one  (1) platoon Alpha Company, 30IB under 1LT FERDINAND D MENDOZA (OS) PA while conducting combat/clearing operations towards designated objective encountered more or less 10 CNNs of SPP 16B, GF 16, NEMRC at vicinity Sitio Upper Sangay, Brgy Anomar, Surigao City.  ",,WIA Cpl  Contawan   Bayao 819286 PA,,,,,"Firefight lasted for about 10 minutes, afterwhich, the CNNs withdrew towards northwest direction. Result:  Government side – one (1) WIA Cpl Contawan M Bayao 819286 (Inf) PA who was hit at his abdomen  Enemy side – Undetermined ","a. On or about 031730 May 2012, WIA Cpl Contawan M Bayao 819286 (Inf) PA arrived at Surigao City Medical Center in Surigao City and immediately underwent surgical operation procedures that ended at about 2200H same day.  Said WIA was declared on stable condition by the attending physician and now on the stage of recovery.  b. On or about 041700 May 2012, Ambulance of 4th Medical Company under by LT RODRIGUEZ arrived at H30IB, Brgy Sta Cruz, Placer, Surigao del Norte and afterwards proceeded to Surigao Medical Center, Surigao City purposely to fetch the WIA. At about 1900H same day, the WIA was released at the said hospital and arrived Bn Hqs at about 2030H same day. At about 2045H same day, said WIA onboard Ambulance of 4th Medical Company left for 4ID CESH for further treatment. c. Troops still scouring the encounter site. ",
EMC05714,EASTMINCOM ,REGION XII,SULTAN KUDARAT ,DISCOVERY OF ENEMY CAMP,10ID ,10ID3-TOC-0405-138-12 ,04 May 2012,"On 041300 May 2012, On or about 041300 May 2012, Scout Platoon of 27IB led by 2LT REVANTE while on pursuit operations discovered an enemy abandoned encampment that can accommodate  MOL 100 persons at vicinity Sitio Lam-algo, Brgy Sinapulan, Columbio, Sultan Kudarat.Other Details:",,,,"SURRENDERED 1 - Spring Field Garand Rifle Model 1903  (sn: defaced) Other Details: Accordingly, @ARJIE is 35 years old, married and resident of Sitio Mangga, Barangay Datal Bukay, Glan, Sarangani Province. He was recruited by @YOYONG, @BRIGOL and @RONRON of F71, FSMR sometime on 25 Aug 2001. ",,,"Accordingly, the camp is located in the vegetated ridgeline with running trenches, portable bamboo beds “papag” and a dirty kitchen. The area also presumed to have been used by the FSMR as a training ground because of the available of water supply in the camp site, and the cave that served as the shelter of NPA. Remarks: Scout platoon and one Pltn Bravo Coy of 27IB are still conducting clearing operations at the vicinity enemy encampment EMC05720   EASTMINCOM (XI) SARANGANI PROVINCE (SURRENDER) Ref: 10ID Report RN: 10ID3-TOC-0505-140-12 dtd 05 May 2012 On 050800 May 2012, A certain Rogelio M Yangon @ARJIE (NPSRL) unit member of Platoon Lawin, F71, FSMR voluntarily turned himself bringing with 1 Spring Field Garand Rifle Model 1903 with defaced Serial Number to PDT 5, A/73IB under TG Mulawin led by Sgt Garde stationed at Brgy Datal Bukay, Glan, Sarangani Province. ","Said surrenderor is undergoing interview at Hq A/73IB in Pob Malapatan, Sarangani Province.",
EMC05733,EASTMINCOM ,REGION XII CARAGA,AGUSAN DEL SUR ,ENCOUNTER,10ID ,"TXT MSG FM TOC, 10ID ",07 May 2012,"On 070900 May 2012, Spot report:  On 07 0900H May 12, 1 pltn A Coy undr 1lt Beran and 1 pltn C Coy undr 1lt Araiz, 25IB while going towards Objective, spotted and engaged MOL 30 CTs at vic GC 829806, so. 33, salvacion, Trento, ADS.  Heavy firefight lasted for about 1 hr and 30 min.   Result:  ",,,,,,3 - LANDMINES 1 - hand Grenade,"On or about 1210H, one (1) platoon led by LT Aguila while conducting blocking opn enc undet en at GC 836 814. Firefight is still ongoing. Progress report to follow .",,
EMC05734,EASTMINCOM ,REGION XII CARAGA,AGUSAN DEL SUR ,ENCOUNTER,10ID ,10ID3-TOC-0705-142-12 ,07 May 2012,"On 070900 May 2012, Progress report to our to our previous ISORE Cnr: EMCOC – 0705–733– 12 re encounter. ",,WIA CPL Jelvin Pelagiao 806871 PA PFC Larry Latawan 866498 PA PFC Aljie Cabrira 8872385 PA PFC fermin delandrino 866396 PA,,,,"3 - landmines 1 - hand grenade 100 rds - ammo of AK 47  Several - assorted ammo shells 1 - bag cleaning kit and medical items (dextrose) 20 - dry cells battery 3 - flashlight 1 - Butane gas burner with gas container 1 - container full of rice  - canned goods and vegetable supply 2 bags - biscuit 1 - Bolo 1 - knife 1 - wrappers 1 - Motorola Handheld Radio  - several enemy personal belongings (clothing, boots, slippers, tents, hammock, pants, jackets, shirts","Recovery:  a. Three (3) landmines b. One (1) hand grenade c. One hundred (100) rounds ammo of AK 47  d. Several assorted ammo shells e. One (1) bag cleaning kit and medical items (dextrose) f. Twenty (20) pcs dry cells battery g. 3 pcs flashlight h. Butane gas burner and butane gas container i. one (1) container full of rice, canned goods and vegetable supply j. Two (2) bags of biscuit k. Bolo, knife, wrappers and several enemy personal belongings (clothing, boots, slippers, tents, hammock, pants, jackets, shirts and underwear.)  l. One (1) Motorola Handheld Radio  Ammo Expenditure: M4 – 420 rds, M16 – 8,320, M14 – 1,130 rds, K3 SAW – 9,050 rds, Garand – 150 rds, Carbine – 20 rds, Hand Grenade – 6 rds, and Rifle Grenade – 6 rds.  Losses:  18 long Mag, 2 short mag for M16 and 1 mag for M14  Damages: 1 magnetic compass, 1 K3 SAW SN-K001562 (Crack butt stock, curved bipod and barrel), 1 K3 SAW SN-K001209 (Damaged Dust Cover), 1 M16 rifle SN-4336465 (Cracked butt stock, lost of take down pin), 1 M16 rifle SN-229383 (Broken receiver pivot pin) and 1 M16 Rifle Detached/lost windage knob","Two (2) Layang, Two (2) MG520 were dispatch to provide CAS and Two(2) UH-1H proceeded to the area  for evacuation, troops and k9 insertion    Remarks: Operating troops are still on pursuit operations as of this report.Progress report to follow.     ",
EMC05736,EASTMINCOM ,REGION XI,DAVAO DEL NORTE ,HARASSMENT,10ID ,10ID3-TOC-0705-96-12 ,07 May 2012,"On 070030 May 2012, detachment of the Security Force, ANFLOCOR, TADECO located at vic GC 51NYJ 818165, Brgy Tibungol, Panabo City, Davao Del Norte was fired upon by MOL three (3) unidentified NPA. Accordingly, the NPAs were onboard a motorcycle with M16 rifles. The Security Guards fired back after which the enemy withdrew towards vic Brgy Pandaitan, Paquibato Dist, Davao City. No reported casualties on both sides.Action Taken:",,,,,,,"        Ooa 080900 May 12, H25IB received information from BIN in Brgy Olaycon, Monkayo, CVP about the presence of two (2) suspicious individuals in the vic GC 52N AP 712 614 of same barangay.   At about 0930H, 25IB dispatched the PDT in the barangay to verify the said information and discovered a laid landmine fronting the national highway.     The landmine was recovered after the PDT of 25IB acted on the information received from BIN in Brgy Olaycon, Monkayo, CVP about the presence of two (2) suspicious individuals in the vic GC 52N AP 712614 at said barangay.   Recovery: One (1) IED, more or less 50 meters electrical wires, Improvised Blasting Machine (Switch), batteries, subversive documents and enemy personal belongings. Action Taken: a.      Immediately dispatched another squad of troops of 25IB with one Armored Vehicle to secure the area. Troops then coordinated with the PNP of Monkayo for the proper documentation of the incident and requested for EOD team from 10ID to disarm the said improvised landmine. b. On 080930H May 2012, PDT from Brgy Banlag led by 1LT ERNEST D CAROLINA (INF) PA, CO, B/25IB arrived in the area and assisted the situation, and secured the vicinity while waiting for the arrival of EOD team.  c. At about 1030H same day, elements of PNP Monkayo, CVP led by PSUPT CYRIC EARL M TAMAYO, COP arrived in the area to conduct forensic investigation and documentation on the discovered landmines to serve as evidence for the future filling of charges against the NPA who is responsible for the laying of the landmines.  d. On 081152 May 12, one team from 7EODD, EODBn, ASCOM, PA led by CPT MOHAMMAD KHADAFFY A ABDULLAH (OS) PA arrived in the area and subsequently disarmed and successfully retrieved the landmines.  EMC05745   EASTMINCOM (XI) DAVAO ORIENTAL (SURRENDER) Ref: 10ID Report RN: 10ID3-TOC-0905-146-12 dtd 10 May 2012 On 091100 May 2012, A certain Angelo Cortez y Soriano @Boy, TL Baking, Squad Segunda/ SO Pltn, SYP Pltn, F15, SMRC voluntarily turned himself without firearms to H67IB at Brgy Salingkomot, Baganga, DOR.    Other Details: Accordingly, the surrender of @Boy was made possible thru the efforts of Brgy Chairman Roy Nazareno of Brgy Mahan-ub, Baganga, DOR, Eddie Cortez @Totoki son of the aforesaid surrenderor and Pfc Peralta of 67IB.   Initial interview disclosed that the subject joined the NPA on 26 June 2009 at Vicinity Brgy Mahan-ub, Baganga. He left the NPA unit on 25 April 2012 while in Tagdalungdong, Brgy Langawisan, Maragusan, Compostela Valley Province due to hardship and poor health condition.   The surrenderor further revealed that the SYP 15 has been currently on intensive political works at the hinter Brgys of Maragusan, CVP.    Remarks: @ BOY is undergoing interview at H67IB in Brgy Salingkomot, Baganga, DOR","PDT, 69IB at Brgy Tibulao, Carmen, Davao Del Norte and troops at Tibungol PB were alerted, Intel Operatives of 69IB were dispatched to track and monitor the withdrawing NPAs. EMC05739   EASTMINCOM (XI) COMPOSTELA VALLEY PROV (RECOVERY OF IED) Ref: 10ID Report RN: 10ID3-TOC-0805-143-12 & 10ID3-TOC-0805-145-12 dtd 08 May 2012 On 080900 May 2012, Troops of 25IB discovered and successfully recovered an improvise explosive device (Landmine) after the PDT of 25IB acted on the information received from BIN in Brgy Olaycon, Monkayo, CVP about the presence of two (2) suspicious individuals in the vicinity of said barangay. ",
EMC05748,EASTMINCOM ,REGION XI,DAVAO ORIENTAL ,RECOVERY OF WAR MATERIEL,10ID ,"TXT MSG FM G3, 10ID ",10 May 2012,"On 090500 May 2012, Belated report:  On 090500 May 12, PDTs/C/28IB under 2LT DIOLA while on cbt patrol was able to locate & recover war materials at Purok Panigbelan, So Logdeck, Brgy Maragatas, Lupon, DOR. Accordingly, said war materials composed of the following:  1 Improvised Landmine ",,,,,,1 - landmines 1 - detonating switch 1 - Icom Radio 7 - container full of rice  - subversive documents,,The recovered items were brought to H28IB for proper disposition,
EMC05761,EASTMINCOM ,REGION XI,COMPOSTELA VALLEY PROV ,DISCOVERY OF ENEMY CAMP,10ID ,10ID3-TOC-1305-149-12 ,13 May 2012,"On 130655 May 2012, 1 sec/4SRC under CPT SISON while on cbt opns discovered an enemy encampment at Brgy LS Sarmiento, Laak, CVP.  Accordingly, said camp can accommodate MOL 60 persons and has bunkers, posts, barricades, a multi-purpose hall & a Smart/Globe signal. ",,,,,,,,troops of 60IB and 4SRC are conducting pursuit operations as of this report.,
EMC05764,EASTMINCOM ,REGION 13 CARAGA,AGUSAN DEL NORTE ,SURRENDER,4ID ,OPNS 1305-801-12 ,14 May 2012,"On 121400 May 2012, a certain Joven Sumalinog y Decina @ junjun, NPA member former PI of Sqd 3, SPP21C, GF 21, NEMRC, 38 years old, and resident of Brgy Del Pilar, Cabadbaran City voluntarily surrendered to CO, 3SFBn, SFR(A) SOCOM, PA with the efforts of Hon Rico C Cueno former Brgy Captain of said place. The subject  accompanied by his sister Lovelynne Sumalinog Solana was picked by LTC FERDINAND B NAPULI INF (GSC) PA, CO, 3SFBN with intelligence operatives at the residence of Honorable Cueno.Result: Surrendered – Joven Sumalinog y Decina @ junjun",,,,,,,Initial inquiry disclosed that the subject had joined the communist movement sometimes in May 2001.,The subject was brought to Hqs 3SFBN for custodial debriefing. ,
EMC05766,EASTMINCOM ,REGION X,MISAMIS ORIENTAL ,ENCOUNTER,4ID ,OPNS 1305-802-12 ,14 May 2012,"On 131645 May 2012, one  (1) Section Charlie Company, 58IB under 2LT JOEMAR D ZULUETA O-16692 (CE) PA while conducting strike operations encountered more or less five (5) fully armed NPA’s of GF4B, NCMRC at vicinity GC 51P XK 984780, Sitio Katadyawan, Tinagaan, Salay, Misamis Oriental. Firefight lasted for about five (5) minutes, afterwhich, the enemy withdrew towards northwest direction.Government Side:",,WIA PFC JOSE P SACLAPUS 858725 PA,,,,,Enemy side – Undetermined ,"a. Troops immediately scour in the encounter site b. At about 1955H same day the WIA evacuated at CESH, 4ID, PA. ",
