year,jxid,doi_iso,doi_us,toi_iso,region,province,municipality,barangay,sitio,GC2013,GC2013M,LON,LAT,utmgrid,category,operation,incident,rebel_group,affil_class,initiated,firefight_mins,govtkia,govtwia,rebelkia,rebelwia,captured,apprehended,surrendered,civkilled,civwounded,civtarget,grudge,internal_inc,hpfagain,lpfagain,hpfalost,lpfalost,division,brigade,battalion,elite,special_forces,scout_rangers,sot,regular,local,chdf,caa,cvo,intel,recon,marines,mech,police,govtsize,cmdrank,rebelsize,armsgain,armslost,totcas,govtcas,rebelcas,civcas,lethalinc,capprehend,rebel_attack,govtinc,rebelinc,jxid.1,journal_extract,uid,cn,alt_id,jnmbr
2010,2010-5T9X,'2010-05-29,'05/29/2010,'21:00,BICOL,CAMARINES SUR,PRESENTACION,BICALEN,.,P051729005,M1729,123.73318,13.78016,.,ISO,AMBUSHCADE,AMBUSH,NPA,COMMUNIST,ENEMY,0.0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9ID,.,42IB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PLATOON,1LT,0,0,0,9,9,0,0,1,0,1,0,0,2010-5T9X,"Progress Report to Journal Item Nr: 9954 dtd 31 May 2010, re ambush of one (1) section BCOY, 42IB under 2LT LOGRONIO PA while conducting clearing opns at vic Brgy Bicalen, Presentacion, Camarines Sur on 292100 May 10. resulted to 4 KIAs and 5 WIAs (Not four (4) WIAs as priviously reported",2010-05-180,2010-2-0804,FSRR_2010_894,9967
2010,2010-HPPT,'2010-05-29,'05/29/2010,'17:30,BICOL,CAMARINES SUR,PRESENTACION,BICALEN,.,P051729005,M1729,123.73318,13.78016,.,ISO,SNIPING,"ATTACK, SNIPING",NPA,COMMUNIST,ENEMY,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9ID,902BDE,42IB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PLATOON,2LT,0,0,0,1,1,0,0,1,0,1,0,0,2010-HPPT,"On 29 May 2010, elements of BCOy, 42IB, 9ID, PA while on combat operations were sniped by undetermined number of CTs at vic Brgy Bicalen proper, Presentacion, Camarines Sur",2010-05-178,2010-2-0791,FSRR_2010_897,9945
2010,2010-JS9B,'2010-05-29,'05/29/2010,'09:30,DAVAO,DAVAO DEL SUR,DAVAO CITY,SIBULAN,.,P112402102,M2402,125.32711,6.97608,.,.,COMBAT,ENCOUNTER,NPA,COMMUNIST,GOVERNMENT,0.0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,PLATOON,1LT,0,0,0,8,8,0,0,1,0,0,0,0,2010-JS9B,"On 290930 May 2010, RE ENCOUNTER AT BRGY SIBULAN, TORIL DISTRICT, DAVAO CITY BETWEEN 5TH SRC, 2ND SRB UNDER ILT JOAQUIN PA, ILT GUZMAN PA AND 1/B/69IB UNDER LT ROSALEJOS PA AGAINST UNDET NUMBER OF CTs.SAID ENCOUNTER RESULTED ONE (1) KIA (PFC DALISAY) & SEVEN (7) WIAs (CPL DUKHA, PFC ACHAY, PFC BALBUENA, PFC IMAN, PVT DIAZ, CAA CAMANSA & CVO CHAVEZ) ON GOVT SIDE AND UNDET ON ENEMY SIDE",2010-05-171,.,FSRR_2010_900,988
2010,2010-T5CA,'2010-05-29,'05/29/2010,'13:45,DAVAO,DAVAO DEL SUR,DAVAO CITY,SIBULAN,.,P112402102,M2402,125.32711,6.97608,.,ISO,ENCOUNTER,ENCOUNTER,NPA,COMMUNIST,GOVERNMENT,0.0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10ID,.,2SRBN,1,0,1,0,0,0,0,0,0,0,0,0,0,0,PLATOON,1LT,0,0,0,6,6,0,0,1,0,0,0,0,2010-T5CA,"On 29 May 2010, operating troops of 5SRC, 2SRBn, PA under 1LT JUAQUIN PA & 1LT DE GUZMAN PA while on pursuit operations encountered against undet number of CTs at vicinity So Mitondo, Brgy Sibulan, Toril District, Davao City a few hundred meters away from the first encounter.",2010-05-176,2010-2-0788,FSRR_2010_903,9938
2010,2010-9MTK,'2010-05-29,'05/29/2010,'09:30,DAVAO,DAVAO DEL SUR,DAVAO CITY,SIBULAN,.,P112402102,M2402,125.32711,6.97608,.,.,COMBAT,ENCOUNTER,NPA,COMMUNIST,GOVERNMENT,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,PLATOON,1LT,0,0,0,4,4,0,0,1,0,0,0,0,2010-9MTK,"On 290930 May 2010, RE ENCOUNTER AT TORIL DISTRICT, DAVAO CITY BETWEEN 5TH SRC, 2ND SRB UNDER ILT JOAQUIN PA AND ILT GUZMAN PA AGAINST UNDET NUMBER OF CTs AND ENCOUNTER BETWEEN 1/B/69IB UNDER LT ROSALEJOS PA.5TH SRC DURING THE COURSE OF PURSUIT, ENCOUNTERED UNDET NUMBER OF CTs AT SITIO MITONDO, SIBULAN, TORIL DISTRICT, DAVAO CITY A FEW HUNDRED METERS AWAY FROM THE FIRST ENCOUNTER AREA.ACCORDINGLY, SAID GROUP WERE THE SAME CTs ENCOUNTERED EARLIER AND RESULTED TO FOUR (4) WIAs BROUGHT ABOUT BY IED EXPLOSION.",2010-05-172,.,FSRR_2010_899,986
2010,2010-2NMX,'2010-05-29,'05/29/2010,'09:30,DAVAO,DAVAO DEL SUR,DAVAO CITY,SIBULAN,.,P112402102,M2402,125.32711,6.97608,.,.,COMBAT,ENCOUNTER,NPA,COMMUNIST,GOVERNMENT,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,PLATOON,1LT,0,0,0,0,0,0,0,0,0,0,0,0,2010-2NMX,"On 290930 May 2010, OPERATING TROOPS OF 5SRC, 2SRBn 1LT JUAQUIN PA AND 1LT DE GUZMAN PA ENCOUNTERED UNDET NUMBER OF CTs AT SO MITONDO BRGY SIBULAN, TORIL DIST DAVAO CITY (51N YH 591743) & BRGY SIBULAN, TORIL DIST DC (51N YH 614718). FIREFIGHT IS STILL ONGOING.ONE (1) PLTN/69IB UNDER LT ROSALEJOS PA ENCOUNTERED UNDET NUMBER OF CTs AT VIC BRGY SIBULAN, TORIL DIST, DC (51N YH 614718) FIREFIGHT STILL ONGOING",2010-05-173,.,FSRR_2010_898,980
2010,2010-4YRU,'2010-05-29,'05/29/2010,'09:30,DAVAO,DAVAO DEL SUR,DAVAO CITY,SIBULAN,.,P112402102,M2402,125.32711,6.97608,.,ISO,ENCOUNTER,ENCOUNTER,NPA,COMMUNIST,GOVERNMENT,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10ID,.,2SRBN,1,0,1,0,0,0,0,0,0,0,0,0,0,0,PLATOON,1LT,0,0,0,2,2,0,0,1,0,0,0,0,2010-4YRU,"On 290930 May 2010, operating troops of 5SRC, 2SRBn, PA under 1LT JUAQUIN PA & 1LT DE GUZMAN PA encountered against undet number of CTs at vicinity So Mitondo, Brgy Sibulan, Toril District, Davao City",2010-05-174,2010-2-0785,FSRR_2010_901,9934
2010,2010-EQWQ,'2010-05-29,'05/29/2010,'09:45,DAVAO,DAVAO DEL SUR,DAVAO CITY,SIBULAN,.,P112402102,M2402,125.32711,6.97608,.,ISO,ENCOUNTER,ENCOUNTER,NPA,COMMUNIST,GOVERNMENT,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6ID,.,69IB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,2LT,0,0,0,0,0,0,0,0,0,0,0,0,2010-EQWQ,"On 290945 May 2010, one (1) Pltn of 69IB, PA under LT ROSALEJOS PA while on combat patrol encountered against undet number of CTs at vicinity So Manaon, Brgy Sibulan, Toril District, Davao City. No reported casualty on govt side while undetermined on the enemy side",2010-05-175,2010-2-0786,FSRR_2010_902,9935
2010,2010-5VEC,'2010-05-29,'05/29/2010,'21:50,AUTONOMOUS REGION IN MUSLIM MINDANAO,MAGUINDANAO,DATU PIANG,REINA REGENTE,.,P153806035,M3806,124.51258,7.02175,.,ISO,HARASSMENT,HARASSMENT,MILF,SEPARATIST,ENEMY,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4ID,402BDE,29IB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PLATOON,1LT,50,0,0,0,0,0,0,0,0,1,0,0,2010-5VEC,"On 29 May 2010, one (1) pltn of CCoy, 29IB under 1LT SORIANO (INF) PA while temporarily harboring  was fired upon by MOL fifty (50) fully armed LMG under @ Tata Uy using five rounds of M203 GL and Cal .50 machine gun at vicinity Brgy Reina Regente, Datu Piang, Maguindanao. No reported govt casualty",2010-05-181,2010-2-0793,FSRR_2010_896,9943
2010,2010-DGBM,'2010-05-29,'05/29/2010,'23:42,ZAMBOANGA PENINSULA,ZAMBOANGA SIBUGAY,KABASALAN,PEÑARANDA,.,P098306019,M8306,122.88064,7.84369,.,ISO,HARASSMENT,HARASSMENT,NPA,COMMUNIST,ENEMY,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1ID,.,18IB (Cadre),0,0,0,0,0,1,0,0,0,0,0,0,0,0,PLATOON,SGT,0,0,0,1,0,0,1,1,0,1,0,0,2010-DGBM,"On 292342 May 2010, 7th CAA Coy, Peñaranda Detachment, Kabasalan, Zamboanga Sibugay Province under SSg Alberto T Gallardo (Inf) PA, FCoy, 18IB was harassed by a group of armed men believed to be members of the CTM operating in the area.",2010-05-182,2010-2-0798,FSRR_2010_904,9956
2010,2010-VJM3,'2010-05-30,'05/30/2010,'03:00,BICOL,CAMARINES SUR,PRESENTACION,BICALEN,.,P051729005,M1729,123.73318,13.78016,.,ISO,ENCOUNTER,AMBUSH,NPA,COMMUNIST,ENEMY,0.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9ID,902BDE,42IB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SECTION,2LT,20,0,0,6,6,0,0,1,0,1,0,0,2010-VJM3,"On 300300 May 2010, one (1) section of BCoy, 42IB under 2LT LOGRONIO PA while conducting clearing operations encountered MOL twenty (20) CT`s  at vicinity So Francisco, Brgy Bicalen, Presentacion,  Camarines Sur",2010-05-184,2010-2-0792,FSRR_2010_909,9949
2010,2010-D7NE,'2010-05-30,'05/30/2010,'03:00,BICOL,CAMARINES SUR,PRESENTACION,BICALEN,.,P051729005,M1729,123.73318,13.78016,.,.,ENCOUNTER,ENCOUNTER,NPA,COMMUNIST,GOVERNMENT,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SECTION,2LT,20,0,0,0,0,0,0,0,0,0,0,0,2010-D7NE,"On 300300 May 2010, at abt 300300 may 10, 1 sec of b/42ib under 2lt logronio pa while conducting clearing opns encountered mol 20 cts at so francisco, brgy bicalen, presentacion, cam sur",2010-05-183,.,FSRR_2010_905,slcoc 529
2010,2010-B6ND,'2010-05-30,'05/30/2010,'19:00,DAVAO,DAVAO DEL NORTE,SANTO TOMAS,NEW VISAYAS,.,P112318017,M2318,125.55951,7.52301,.,ISO,SURRENDER,SURRENDER,NPA,COMMUNIST,GOVERNMENT,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10ID,1003BDE,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TEAM/SQUAD,2LT,0,0,0,0,0,0,0,0,0,0,0,0,2010-B6ND,"On 301900 May 2010, a certain Libanda Y Layola @NENENG/KIM/YANYAN, member of GF-89, NEMRC, married, resident of of Brgy Balit, San Luis, Agusan del Sur, voluntarily surrendered with one (1) Cal .30 MZ Carbine rifle to Intel operatives of 1003rd Bde at Brgy New Visayas, Sto Tomas, Davao del Norte",2010-05-192,2010-2-0814,FSRR_2010_914,9984
2010,2010-YS6Y,'2010-05-30,'05/30/2010,'19:00,DAVAO,DAVAO DEL NORTE,SANTO TOMAS,NEW VISAYAS,.,P112318017,M2318,125.55951,7.52301,.,.,INTELLIGENCE,SURRENDER,NPA,COMMUNIST,GOVERNMENT,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,.,.,.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TEAM/SQUAD,SGT,0,1,0,0,0,0,0,0,0,0,0,0,2010-YS6Y,"On 301900 May 2010, JECIL LIBANDA Y LAYOLA @ NENENG / KIM/YANYAN VOLUNTARILY SURRENDERED TO INTEL OPERATIVES OF 1003BDE. BRGY NEW VISAYAS, STO TOMAS, DDN (51N YJ 868 311)SHE YIELDED IN HER SURRENDER ONE (1) CAL .30 M2 CARBINE RIFLE BEARING SERIAL NUMBER 748994 WITH ONE (1) MAGAZINE AND FOUR (4) RDS OF AMMUNITION.INITIAL INVESTIGATION REVEALED THAT SAID SURRENDEREE IS MEMBER OF GF 89, NEMRC, MARRIED AND A RESIDENT OF BRGY BALIT, SAN LUIS, AGUSAN DEL SUR.ACCORDINGLY, THE SURRENDER WAS FACILITATED BY DATU SAMMY DIWANGAN OF BRGY CANANGA-AN,  CABANGLASAN, BUKIDNON",2010-05-191,.,FSRR_2010_912,7
2010,2010-LWSJ,'2010-05-30,'05/30/2010,'18:00,DAVAO,DAVAO DEL NORTE,CITY OF TAGUM,SAN ISIDRO,.,P112319019,M2319,125.79086,7.38437,.,ISO,SURRENDER,SURRENDER,NPA,COMMUNIST,GOVERNMENT,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10ID,.,3SFBN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,TEAM/SQUAD,2LT,0,0,0,0,0,0,0,0,0,0,0,0,2010-LWSJ,"On 30 May 2010, CT Edagra Lino Delizo @ Bador (OBL) voluntarily surrender without firearm to the elements of 3rd SFB at vicinity Brgy San Isidro, Tagum City",2010-05-190,2010-2-0806,FSRR_2010_913,9971
2010,2010-KMEH,'2010-05-30,'05/30/2010,'12:00,DAVAO,DAVAO DEL NORTE,TALAINGOD,DAGOHOY,.,P112322001,M2322,125.52393,7.73502,.,.,INTELLIGENCE,SURRENDER,NPA,COMMUNIST,GOVERNMENT,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.,.,.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TEAM/SQUAD,SGT,0,0,0,0,0,0,0,0,0,0,0,0,2010-KMEH,"On 301200 May 2010, RUDY ENLOG Y LAYDAN @ RUDY/ROY (OBL) VOLUNTARILY SURRENDERED TO WITHOUT FIREARM TO INTEL OPERATIVE OF 1003RD BDE AT SO PAITON, BRGY DAGOHOY, TALAINGOD, DDN (51N YJ 892 526).ACCORDINGLY, THE SURRENDER IS A RESULT OF INTEL OPN OF INTEL SECTION OF 1003RD BDE. TI REVEALED THAT SAID SURRENDEREE IS A TM LDR OF TM BAKING PRIMERA SQD, SDG 35, GF – 35, SMRC SINCE DECEMBER OF 2006. HE WENT ON LIE LOW ON CY 2009",2010-05-188,.,FSRR_2010_910,993
2010,2010-9JA5,'2010-05-30,'05/30/2010,'12:00,DAVAO,DAVAO DEL NORTE,TALAINGOD,DAGOHOY,.,P112322001,M2322,125.52393,7.73502,.,ISO,SURRENDER,SURRENDER,NPA,COMMUNIST,GOVERNMENT,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10ID,1003BDE,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TEAM/SQUAD,2LT,0,0,0,0,0,0,0,0,0,0,0,0,2010-9JA5,"On 301200 May 2010, a certain Rudy Enlog y Laydan @RUDY/ROY (OBL) voluntarily surrendered without firearm to Intel operatives of 1003BDe at Sitio Paiton, Brgy Dagohoy, Talaingod, Davao del Norte",2010-05-189,2010-2-0801,FSRR_2010_915,9961
2010,2010-AVBR,'2010-05-30,'05/30/2010,'09:15,AUTONOMOUS REGION IN MUSLIM MINDANAO,MAGUINDANAO,DATU PIANG,REINA REGENTE,.,P153806035,M3806,124.51258,7.02175,.,.,COMBAT,ENCOUNTER,MILF,SEPARATIST,GOVERNMENT,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PLATOON,1LT,50,0,0,0,0,0,0,0,0,0,0,0,2010-AVBR,"On 300915 May 2010, ONE PLTN OF COY, 29IB, 4ID PA UNDER 1LT SORIANO (INF) PA WHILE CONDUCTING SECURITY PATROL AT VIC 51N XH 68387727 BRGY REINA REGENTE, DATU PIANG, MAGUINDANAO. ENCOUNTERED MOL 50 LMG UNDER @ TATA UY WITH AN ESTIMATED DISTANCE OF MOL 600 METERS",2010-05-185,.,FSRR_2010_908,990
2010,2010-UL2A,'2010-05-30,'05/30/2010,'21:50,AUTONOMOUS REGION IN MUSLIM MINDANAO,MAGUINDANAO,DATU PIANG,REINA REGENTE,.,P153806035,M3806,124.51258,7.02175,.,.,COMBAT,HARASSMENT,MILF,SEPARATIST,ENEMY,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SECTION,1LT,50,0,0,0,0,0,0,0,0,1,0,0,2010-UL2A,"On 302150 May 2010, 1/C/29IB UNDER ILT SORIANO (INF) PA WHILE TEMPORARILY HARBORING AT VIC 51N XH 51N XH 68387727, BRGY REINA REGENTE, DATU PIANG, MAGUINDANAO WAS FIRED UPON BY MOL 50 FULLY ARMED LMG UNDER @ TATA UY USING FIVE (5) ROUNDS OF M203 GL AND CAL .50 MACHINGUN WHILE CONDUCTING SECURITY PATROL DUE TO THE PREVIOUS NIGHT’S STRAFING INCIDENT PERPETRATED BY THE LMG.",2010-05-193,.,FSRR_2010_907,989
2010,2010-XAGH,'2010-05-30,'05/30/2010,'09:15,AUTONOMOUS REGION IN MUSLIM MINDANAO,MAGUINDANAO,DATU PIANG,REINA REGENTE,.,P153806035,M3806,124.51258,7.02175,.,ISO,ENCOUNTER,ENCOUNTER,MILF,SEPARATIST,GOVERNMENT,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4ID,402BDE,29IB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PLATOON,1LT,50,0,0,0,0,0,0,0,0,0,0,0,2010-XAGH,"On 30 May 2010, one (1) pltn of CCoy, 29IB, 4ID, PA under 1LT SORIANO (INF) PA while conducting security patrol  encountered MOL fifty (50) LMG under @ Tata Uy at vic Brgy Reina Regente, Datu Piang, Maguindanao. Firefight still ongoing as of this report",2010-05-186,2010-2-0794,FSRR_2010_906,9947
2010,2010-VNTX,'2010-05-30,'05/30/2010,'10:00,CENTRAL VISAYAS,NEGROS ORIENTAL,CITY OF GUIHULNGAN,HUMAYHUMAY,.,P074611013,M4611,123.23983,10.19234,.,ISO,APPREHENSION,APPREHENSION,NPA,COMMUNIST,GOVERNMENT,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3ID,303BDE,11IB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TEAM/SQUAD,1LT,0,0,0,0,0,0,0,0,1,0,0,0,2010-VNTX,"On 301000 May 2010, 1(+)/1/B/11 led by 1LT BERNIE E AFABLE (INF) PA, apprehended a certain Benjamin T Caballero, a suspected member of NPA SPARU and one of the primary suspects in the killing of one civilian identified as a certain Arnel Alipan and the wounding of CAA Joey Gonzales at vic Sitio Tagbakong, Brgy Humay-Humay, Guihulngan City, Negros Occidental",2010-05-187,2010-2-0802,FSRR_2010_911,9962
2010,2010-VCMU,'2010-05-31,'05/31/2010,'21:30,CARAGA,AGUSAN DEL SUR,SANTA JOSEFA,ANGAS,.,P160310001,M0310,126.04666,7.95694,52P AP 741820,ISO,HARASSMENT,ARSON,NPA,COMMUNIST,ENEMY,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4ID,.,26IB,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PLATOON,SGT,7,0,0,0,0,0,0,0,0,1,0,0,2010-VCMU,"On 31 May 2010, one (1) pltn of CAA together with 26IB personnel led by SSg Ronie P Pareno PA while conducting security patrol along the National Irrigation Administration Project and construction site was harassed by MOL seven (7) CTs believed to be members of GF3, SMRC under @ Jamal at vicinity Sitio Baclise (52P AP 741820), Brgy Anagas, Sta Josefa, Agusan del Sur. Firefight lasted for about ten (10) minutes afterwhich, the enemy withdrew towards west direction. No casualty was reported on either side.",2010-05-197,2010-2-0810,FSRR_2010_920,9976
2010,2010-PGCC,'2010-05-31,'05/31/2010,'20:15,NORTHERN MINDANAO,BUKIDNON,KITAOTAO,.,.,P101309000,M1309,125.00317,7.63959,.,ISO,APPREHENSION,APPREHENSION,NPA,COMMUNIST,GOVERNMENT,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6ID,601BDE,75IB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TEAM/SQUAD,2LT,0,0,0,0,0,0,0,0,1,0,0,0,2010-PGCC,"On 312015 May 2010, joint elements from MIG 10, ISAFP under CPT SANTOS, a squad from C/75IB/403Bde under 2LT CUENCA and Intel pltn 75IB led by SSg Flores served a warrant of arrest to a Tito Abucayan @PAMY at vic Kitaotao Sports Complex, Kitaotao, Bukidnon. Troops were able to apprehend the subject who is being charge with multiple murder",2010-05-196,2010-2-0799,FSRR_2010_918,9958
2010,2010-JEJ2,'2010-05-31,'05/31/2010,'23:10,SOCCSKSARGEN,COTABATO,MAGPET,BASAK,.,P124706008,M4706,125.12045,7.19415,51P YH 335977,ISO,GRENADE THROWING,BOMBING,NPA,COMMUNIST,ENEMY,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6ID,.,57IB (Cadre),0,0,0,0,1,0,0,0,0,0,0,0,0,0,SECTION,CPL,3,0,0,0,0,0,0,0,0,1,0,0,2010-JEJ2,"On 312310 May 2010, three (3) suspected CTs threw a hand grenade towards TPB of Bcoy, 57IB, 6ID, PA under Cpl Teofilo O Bobias PA at vicinity Brgy Basak (51P YH 335977), Magpet, Cotabato. The perpetrators immediately withdrew towards Sitio Paraiso, Brgy Basak of the same municipality. No casualty was reported",2010-05-198,2010-2-0805,FSRR_2010_919,9969
2010,2010-6QPY,'2010-05-31,'05/31/2010,'12:00,EASTERN VISAYAS,NORTHERN SAMAR,GAMAY,G. M. OSIAS,.,P084807011,M4807,125.20308,12.37634,.,ISO,ENCOUNTER,ENCOUNTER,NPA,COMMUNIST,GOVERNMENT,0.0,2,6,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8ID,803BDE,63IB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PLATOON,SGT,0,2,2,8,8,0,0,1,0,0,0,0,2010-6QPY,"On 311200 May 2010, platoon (-)/A/63IB composed of 17 EP under SSg Leon Manalo (Inf) PA encountered undetermined number of CTs while on combat operations at vic Brgy Osias, Gamay, Nothern Samar",2010-05-194,2010-2-0800,FSRR_2010_917,9959
2010,2010-DVNP,'2010-05-31,'05/31/2010,'12:00,EASTERN VISAYAS,NORTHERN SAMAR,GAMAY,G. M. OSIAS,.,P084807011,M4807,125.20308,12.37634,.,.,ENCOUNTER,ENCOUNTER,NPA,COMMUNIST,GOVERNMENT,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PLATOON,SGT,0,0,0,0,0,0,0,0,0,0,0,0,2010-DVNP,"On 311200 May 2010, One Pltn(-)/A/63IB/8ID/PA led by SSg Leon Manalo (Inf) PA in combat opn encountered undet number of CTs at vic Brgy Osias, Gamay, NSamar",2010-05-195,.,FSRR_2010_916,CCCOC-174
2010,2010-UQML,'2010-06-01,'06/01/2010,'13:00,DAVAO,DAVAO DEL SUR,DAVAO CITY,MANUEL GUIANGA,.,P112402070,M2402,125.4231,7.09228,.,.,COMBAT,ENCOUNTER,NPA,COMMUNIST,GOVERNMENT,0.0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,.,.,.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PLATOON,CPL,0,1,0,3,1,2,0,1,0,0,0,0,2010-UQML,"On 011300 Jun 2010, RE ENCOUNTER BETWEEN ONE (1) PLTN, 3RD BLRP FROM 103RD DRC LED BY PFC NOLI OGAO (INF) PA AGAINST UNDETERMINED NUMBER TO CTs UNDER UNKNOWN CTL AT VIC 51N YJ 595 815, SITIO KAWA-KAWA, BRGY MANUEL GUIANGA, TUGBOK DISTRICT, DAVAO CITY ON 011300 JUN 2010.ONE (1) WIA ON GOVT (CAA ERNESTO LIMPAD), TWO (2) ENEMY KILLED (BC), RECOVERY OF ONE (1) M16 RIFLE, ONE (1) NIGHT VISION GOOGLE (NVG) AND ONE (1) LANDMINE",2010-06-003,.,FSRR_2010_922,4
2010,2010-XDY4,'2010-06-01,'06/01/2010,'13:00,DAVAO,DAVAO DEL SUR,DAVAO CITY,MANUEL GUIANGA,.,P112402070,M2402,125.4231,7.09228,51N YJ 595815,ISO,ENCOUNTER,ENCOUNTER,NPA,COMMUNIST,GOVERNMENT,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10ID,.,103DRC,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PLATOON,CPL,0,3,0,0,0,0,0,0,0,0,0,0,2010-XDY4,"On 01 Jun 2010, one (1) pltn, 3rd BLRP, 103DRC, 10ID, PA led by Pfc Noli Ogao PA encountered undetermined number of CTs at vicinity Sitio Kawakawa (51N YJ 595815), Brgy Manuel Guianga, Tugbok District, Davao City",2010-06-002,2010-2-0807,FSRR_2010_924,9972
2010,2010-PHAY,'2010-06-01,'06/01/2010,'20:10,DAVAO,DAVAO ORIENTAL,BAGANGA,KINABLANGAN,.,P112501010,M2501,126.53039,7.6984,.,.,COMBAT,HARASSMENT,NPA,COMMUNIST,ENEMY,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PLATOON,SGT,20,0,0,0,0,0,0,0,0,1,0,0,2010-PHAY,"On 012010 Jun 2010, MOL 20 CTS OF GF 18, SMRC UNDER @ JOSEPH HARASSED KINABLANGAN PB/BCOY,72IB UNDER SSG BADUA (INF) PA BASED AT BRGY KINABLANGAN, BAGANGA, DOR (52N BP 251 509)THE CTS POSITIONED NW DIRECTION OF THE SAID PB. AFTER ABOUT TWENTY (20) MINUTES OF GUN FIRE CTS WITHDREW TOWARDS UNKNOWN DIRECTION.NEG CASUALTY ON THE GOVT SIDE WHILE UNDET ON THE EN SIDE",2010-06-004,.,FSRR_2010_923,8
2010,2010-AB3B,'2010-06-01,'06/01/2010,'09:00,ZAMBOANGA PENINSULA,ZAMBOANGA DEL SUR,SAN MIGUEL,DUMALIAN,.,P097324008,M7324,123.24761,7.75584,.,.,AMBUSHCADE,AMBUSH,CIVILIAN,INTERNAL,ENEMY,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CAA,3,0,0,0,0,0,0,0,0,1,0,0,2010-AB3B,"On 010900 Jun 2010, CAA Bernardo M Anias Jr ZS-G09-000425, 34 yrs old assigned at Hq 5th ZS CAA Coy, Brgy Dumalian, San Miguel, Zamboanga del Sur was ambushed by three (3) unidentified armed men using assorted HPFAs at vicinity Purok 4, Brgy Dumalian, Zamboanga de Sur",2010-06-001,.,FSRR_2010_921,9973
